slot,time_us,sta_id,mode,primary_cw,primary_backoff_counter,primary_backoff_stage,primary_retry_counter,npca_cw,npca_backoff_counter,npca_backoff_stage,npca_retry_counter,npca_timer,saved_primary_cw,saved_primary_backoff_counter,primary_obss_remain,npca_obss_remain,tx_channel,tx_type,tx_success,failure_reason,packet_id,retry_count,npca_transition_start,switch_back_start
0,0.0,0,PRIMARY_BACKOFF,15,3,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
0,0.0,1,PRIMARY_BACKOFF,15,0,0,0,15,0,0,0,0,,,0,0,PRIMARY,NEW,,,1,0,False,False
1,9.0,0,PRIMARY_BACKOFF,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
1,9.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
2,18.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
2,18.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
3,27.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
3,27.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
4,36.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
4,36.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
5,45.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
5,45.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
6,54.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
6,54.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
7,63.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
7,63.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
8,72.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
8,72.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
9,81.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
9,81.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
10,90.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
10,90.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
11,99.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
11,99.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
12,108.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
12,108.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
13,117.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
13,117.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
14,126.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
14,126.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
15,135.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
15,135.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
16,144.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
16,144.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
17,153.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
17,153.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
18,162.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
18,162.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
19,171.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
19,171.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
20,180.0,0,PRIMARY_FROZEN,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
20,180.0,1,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,PRIMARY,NEW,True,NONE,1,0,False,False
21,189.0,0,PRIMARY_BACKOFF,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
21,189.0,1,PRIMARY_BACKOFF,15,4,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
22,198.0,0,PRIMARY_BACKOFF,15,1,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
22,198.0,1,PRIMARY_BACKOFF,15,3,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
23,207.0,0,PRIMARY_BACKOFF,15,0,0,0,15,0,0,0,0,,,0,0,PRIMARY,NEW,,,2,0,False,False
23,207.0,1,PRIMARY_BACKOFF,15,2,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
24,216.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
24,216.0,1,PRIMARY_BACKOFF,15,1,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
25,225.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
25,225.0,1,PRIMARY_FROZEN,15,1,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
26,234.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
26,234.0,1,PRIMARY_FROZEN,15,1,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
27,243.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
27,243.0,1,PRIMARY_FROZEN,15,1,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
28,252.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
28,252.0,1,PRIMARY_FROZEN,15,1,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
29,261.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
29,261.0,1,PRIMARY_FROZEN,15,1,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
30,270.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
30,270.0,1,PRIMARY_FROZEN,15,1,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
31,279.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
31,279.0,1,PRIMARY_FROZEN,15,1,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
32,288.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
32,288.0,1,PRIMARY_FROZEN,15,1,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
33,297.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
33,297.0,1,PRIMARY_FROZEN,15,1,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
34,306.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
34,306.0,1,PRIMARY_FROZEN,15,1,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
35,315.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
35,315.0,1,PRIMARY_FROZEN,15,1,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
36,324.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
36,324.0,1,PRIMARY_FROZEN,15,1,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
37,333.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
37,333.0,1,PRIMARY_FROZEN,15,1,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
38,342.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
38,342.0,1,PRIMARY_FROZEN,15,1,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
39,351.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
39,351.0,1,PRIMARY_FROZEN,15,1,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
40,360.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
40,360.0,1,PRIMARY_FROZEN,15,1,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
41,369.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
41,369.0,1,PRIMARY_FROZEN,15,1,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
42,378.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
42,378.0,1,PRIMARY_FROZEN,15,1,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
43,387.0,0,PRIMARY_TX,15,0,0,0,15,0,0,0,0,,,0,0,PRIMARY,NEW,True,NONE,2,0,False,False
43,387.0,1,PRIMARY_FROZEN,15,1,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
44,396.0,0,PRIMARY_BACKOFF,15,13,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
44,396.0,1,PRIMARY_BACKOFF,15,1,0,0,15,0,0,0,0,,,0,0,,,,,,,False,False
45,405.0,0,PRIMARY_BACKOFF,15,12,0,0,15,0,0,0,0,,,34,0,,,,,,,True,False
45,405.0,1,PRIMARY_BACKOFF,15,0,0,0,15,0,0,0,0,,,34,0,,,,,,,True,False
46,414.0,0,NPCA_SWITCHING,15,12,0,0,15,6,0,0,33,15,12,33,0,,,,,,,False,False
46,414.0,1,NPCA_SWITCHING,15,0,0,0,15,7,0,0,33,15,0,33,0,,,,,,,False,False
47,423.0,0,NPCA_BACKOFF,15,12,0,0,15,6,0,0,32,15,12,32,0,,,,,,,False,False
47,423.0,1,NPCA_BACKOFF,15,0,0,0,15,7,0,0,32,15,0,32,0,,,,,,,False,False
48,432.0,0,NPCA_BACKOFF,15,12,0,0,15,5,0,0,31,15,12,31,0,,,,,,,False,False
48,432.0,1,NPCA_BACKOFF,15,0,0,0,15,6,0,0,31,15,0,31,0,,,,,,,False,False
49,441.0,0,NPCA_BACKOFF,15,12,0,0,15,4,0,0,30,15,12,30,0,,,,,,,False,False
49,441.0,1,NPCA_BACKOFF,15,0,0,0,15,5,0,0,30,15,0,30,0,,,,,,,False,False
50,450.0,0,NPCA_BACKOFF,15,12,0,0,15,3,0,0,29,15,12,29,0,,,,,,,False,False
50,450.0,1,NPCA_BACKOFF,15,0,0,0,15,4,0,0,29,15,0,29,0,,,,,,,False,False
51,459.0,0,NPCA_BACKOFF,15,12,0,0,15,2,0,0,28,15,12,28,0,,,,,,,False,False
51,459.0,1,NPCA_BACKOFF,15,0,0,0,15,3,0,0,28,15,0,28,0,,,,,,,False,False
52,468.0,0,NPCA_BACKOFF,15,12,0,0,15,1,0,0,27,15,12,27,0,,,,,,,False,False
52,468.0,1,NPCA_BACKOFF,15,0,0,0,15,2,0,0,27,15,0,27,0,,,,,,,False,False
53,477.0,0,NPCA_BACKOFF,15,12,0,0,15,0,0,0,26,15,12,26,0,NPCA,NEW,,,3,0,False,False
53,477.0,1,NPCA_BACKOFF,15,0,0,0,15,1,0,0,26,15,0,26,0,,,,,,,False,False
54,486.0,0,NPCA_TX,15,12,0,0,15,0,0,0,25,15,12,25,0,,,,,,,False,False
54,486.0,1,NPCA_BACKOFF,15,0,0,0,15,0,0,0,25,15,0,25,0,,,,,,,False,False
55,495.0,0,NPCA_TX,15,12,0,0,15,0,0,0,24,15,12,24,0,,,,,,,False,False
55,495.0,1,NPCA_FROZEN,15,0,0,0,15,0,0,0,24,15,0,24,0,,,,,,,False,False
56,504.0,0,NPCA_TX,15,12,0,0,15,0,0,0,23,15,12,23,0,,,,,,,False,False
56,504.0,1,NPCA_FROZEN,15,0,0,0,15,0,0,0,23,15,0,23,0,,,,,,,False,False
57,513.0,0,NPCA_TX,15,12,0,0,15,0,0,0,22,15,12,22,0,,,,,,,False,False
57,513.0,1,NPCA_FROZEN,15,0,0,0,15,0,0,0,22,15,0,22,0,,,,,,,False,False
58,522.0,0,NPCA_TX,15,12,0,0,15,0,0,0,21,15,12,21,0,,,,,,,False,False
58,522.0,1,NPCA_FROZEN,15,0,0,0,15,0,0,0,21,15,0,21,0,,,,,,,False,False
59,531.0,0,NPCA_TX,15,12,0,0,15,0,0,0,20,15,12,20,0,,,,,,,False,False
59,531.0,1,NPCA_FROZEN,15,0,0,0,15,0,0,0,20,15,0,20,0,,,,,,,False,False
60,540.0,0,NPCA_TX,15,12,0,0,15,0,0,0,19,15,12,19,0,,,,,,,False,False
60,540.0,1,NPCA_FROZEN,15,0,0,0,15,0,0,0,19,15,0,19,0,,,,,,,False,False
61,549.0,0,NPCA_TX,15,12,0,0,15,0,0,0,18,15,12,18,0,,,,,,,False,False
61,549.0,1,NPCA_FROZEN,15,0,0,0,15,0,0,0,18,15,0,18,0,,,,,,,False,False
62,558.0,0,NPCA_TX,15,12,0,0,15,0,0,0,17,15,12,17,0,,,,,,,False,False
62,558.0,1,NPCA_FROZEN,15,0,0,0,15,0,0,0,17,15,0,17,0,,,,,,,False,False
63,567.0,0,NPCA_TX,15,12,0,0,15,0,0,0,16,15,12,16,0,,,,,,,False,False
63,567.0,1,NPCA_FROZEN,15,0,0,0,15,0,0,0,16,15,0,16,0,,,,,,,False,False
64,576.0,0,NPCA_TX,15,12,0,0,15,0,0,0,15,15,12,15,0,,,,,,,False,False
64,576.0,1,NPCA_FROZEN,15,0,0,0,15,0,0,0,15,15,0,15,0,,,,,,,False,False
65,585.0,0,NPCA_TX,15,12,0,0,15,0,0,0,14,15,12,14,0,,,,,,,False,False
65,585.0,1,NPCA_FROZEN,15,0,0,0,15,0,0,0,14,15,0,14,0,,,,,,,False,False
66,594.0,0,NPCA_TX,15,12,0,0,15,0,0,0,13,15,12,13,0,,,,,,,False,False
66,594.0,1,NPCA_FROZEN,15,0,0,0,15,0,0,0,13,15,0,13,0,,,,,,,False,False
67,603.0,0,NPCA_TX,15,12,0,0,15,0,0,0,12,15,12,12,0,,,,,,,False,False
67,603.0,1,NPCA_FROZEN,15,0,0,0,15,0,0,0,12,15,0,12,0,,,,,,,False,False
68,612.0,0,NPCA_TX,15,12,0,0,15,0,0,0,11,15,12,11,0,,,,,,,False,False
68,612.0,1,NPCA_FROZEN,15,0,0,0,15,0,0,0,11,15,0,11,0,,,,,,,False,False
69,621.0,0,NPCA_TX,15,12,0,0,15,0,0,0,10,15,12,10,0,,,,,,,False,False
69,621.0,1,NPCA_FROZEN,15,0,0,0,15,0,0,0,10,15,0,10,0,,,,,,,False,False
70,630.0,0,NPCA_TX,15,12,0,0,15,0,0,0,9,15,12,9,0,,,,,,,False,False
70,630.0,1,NPCA_FROZEN,15,0,0,0,15,0,0,0,9,15,0,9,0,,,,,,,False,False
71,639.0,0,NPCA_TX,15,12,0,0,15,0,0,0,8,15,12,8,0,,,,,,,False,False
71,639.0,1,NPCA_FROZEN,15,0,0,0,15,0,0,0,8,15,0,8,0,,,,,,,False,False
72,648.0,0,NPCA_TX,15,12,0,0,15,0,0,0,7,15,12,7,0,,,,,,,False,False
72,648.0,1,NPCA_FROZEN,15,0,0,0,15,0,0,0,7,15,0,7,0,,,,,,,False,False
73,657.0,0,NPCA_TX,15,12,0,0,15,0,0,0,6,15,12,6,0,NPCA,NEW,True,NONE,3,0,False,False
73,657.0,1,NPCA_FROZEN,15,0,0,0,15,0,0,0,6,15,0,6,0,,,,,,,False,False
74,666.0,0,NPCA_BACKOFF,15,12,0,0,15,0,0,0,5,15,12,5,0,NPCA,NEW,False,COLLISION,4,1,False,False
74,666.0,1,NPCA_BACKOFF,15,0,0,0,15,0,0,0,5,15,0,5,0,NPCA,NEW,False,COLLISION,5,1,False,False
75,675.0,0,NPCA_BACKOFF,15,12,0,0,31,12,1,1,4,15,12,4,0,,,,,,,False,False
75,675.0,1,NPCA_BACKOFF,15,0,0,0,31,26,1,1,4,15,0,4,0,,,,,,,False,False
76,684.0,0,NPCA_BACKOFF,15,12,0,0,31,11,1,1,3,15,12,3,0,,,,,,,False,False
76,684.0,1,NPCA_BACKOFF,15,0,0,0,31,25,1,1,3,15,0,3,0,,,,,,,False,False
77,693.0,0,NPCA_BACKOFF,15,12,0,0,31,10,1,1,2,15,12,2,0,,,,,,,False,False
77,693.0,1,NPCA_BACKOFF,15,0,0,0,31,24,1,1,2,15,0,2,0,,,,,,,False,False
78,702.0,0,NPCA_BACKOFF,15,12,0,0,31,9,1,1,1,15,12,1,0,,,,,,,False,True
78,702.0,1,NPCA_BACKOFF,15,0,0,0,31,23,1,1,1,15,0,1,0,,,,,,,False,True
79,711.0,0,SWITCH_BACK,15,12,0,0,31,9,1,1,0,15,12,0,0,,,,,,,False,False
79,711.0,1,SWITCH_BACK,15,0,0,0,31,23,1,1,0,15,0,0,0,,,,,,,False,False
80,720.0,0,PRIMARY_BACKOFF,15,12,0,0,31,9,1,1,0,,,0,0,,,,,,,False,False
80,720.0,1,PRIMARY_BACKOFF,15,0,0,0,31,23,1,1,0,,,0,0,PRIMARY,ARQ_RETX,,,5,1,False,False
81,729.0,0,PRIMARY_BACKOFF,15,11,0,0,31,9,1,1,0,,,0,0,,,,,,,False,False
81,729.0,1,PRIMARY_TX,15,0,0,0,31,23,1,1,0,,,0,0,,,,,,,False,False
82,738.0,0,PRIMARY_FROZEN,15,11,0,0,31,9,1,1,0,,,0,0,,,,,,,False,False
82,738.0,1,PRIMARY_TX,15,0,0,0,31,23,1,1,0,,,0,0,,,,,,,False,False
83,747.0,0,PRIMARY_FROZEN,15,11,0,0,31,9,1,1,0,,,0,0,,,,,,,False,False
83,747.0,1,PRIMARY_TX,15,0,0,0,31,23,1,1,0,,,0,0,,,,,,,False,False
84,756.0,0,PRIMARY_FROZEN,15,11,0,0,31,9,1,1,0,,,0,0,,,,,,,False,False
84,756.0,1,PRIMARY_TX,15,0,0,0,31,23,1,1,0,,,0,0,,,,,,,False,False
85,765.0,0,PRIMARY_FROZEN,15,11,0,0,31,9,1,1,0,,,0,0,,,,,,,False,False
85,765.0,1,PRIMARY_TX,15,0,0,0,31,23,1,1,0,,,0,0,,,,,,,False,False
86,774.0,0,PRIMARY_FROZEN,15,11,0,0,31,9,1,1,0,,,0,0,,,,,,,False,False
86,774.0,1,PRIMARY_TX,15,0,0,0,31,23,1,1,0,,,0,0,,,,,,,False,False
87,783.0,0,PRIMARY_FROZEN,15,11,0,0,31,9,1,1,0,,,0,0,,,,,,,False,False
87,783.0,1,PRIMARY_TX,15,0,0,0,31,23,1,1,0,,,0,0,,,,,,,False,False
88,792.0,0,PRIMARY_FROZEN,15,11,0,0,31,9,1,1,0,,,0,0,,,,,,,False,False
88,792.0,1,PRIMARY_TX,15,0,0,0,31,23,1,1,0,,,0,0,,,,,,,False,False
89,801.0,0,PRIMARY_FROZEN,15,11,0,0,31,9,1,1,0,,,0,0,,,,,,,False,False
89,801.0,1,PRIMARY_TX,15,0,0,0,31,23,1,1,0,,,0,0,,,,,,,False,False
90,810.0,0,PRIMARY_FROZEN,15,11,0,0,31,9,1,1,0,,,0,0,,,,,,,False,False
90,810.0,1,PRIMARY_TX,15,0,0,0,31,23,1,1,0,,,0,0,,,,,,,False,False
91,819.0,0,PRIMARY_FROZEN,15,11,0,0,31,9,1,1,0,,,0,0,,,,,,,False,False
91,819.0,1,PRIMARY_TX,15,0,0,0,31,23,1,1,0,,,0,0,,,,,,,False,False
92,828.0,0,PRIMARY_FROZEN,15,11,0,0,31,9,1,1,0,,,0,0,,,,,,,False,False
92,828.0,1,PRIMARY_TX,15,0,0,0,31,23,1,1,0,,,0,0,,,,,,,False,False
93,837.0,0,PRIMARY_FROZEN,15,11,0,0,31,9,1,1,0,,,0,0,,,,,,,False,False
93,837.0,1,PRIMARY_TX,15,0,0,0,31,23,1,1,0,,,0,0,,,,,,,False,False
94,846.0,0,PRIMARY_FROZEN,15,11,0,0,31,9,1,1,0,,,0,0,,,,,,,False,False
94,846.0,1,PRIMARY_TX,15,0,0,0,31,23,1,1,0,,,0,0,,,,,,,False,False
95,855.0,0,PRIMARY_FROZEN,15,11,0,0,31,9,1,1,0,,,0,0,,,,,,,False,False
95,855.0,1,PRIMARY_TX,15,0,0,0,31,23,1,1,0,,,0,0,,,,,,,False,False
96,864.0,0,PRIMARY_FROZEN,15,11,0,0,31,9,1,1,0,,,0,0,,,,,,,False,False
96,864.0,1,PRIMARY_TX,15,0,0,0,31,23,1,1,0,,,0,0,,,,,,,False,False
97,873.0,0,PRIMARY_FROZEN,15,11,0,0,31,9,1,1,0,,,0,0,,,,,,,False,False
97,873.0,1,PRIMARY_TX,15,0,0,0,31,23,1,1,0,,,0,0,,,,,,,False,False
98,882.0,0,PRIMARY_FROZEN,15,11,0,0,31,9,1,1,0,,,0,0,,,,,,,False,False
98,882.0,1,PRIMARY_TX,15,0,0,0,31,23,1,1,0,,,0,0,,,,,,,False,False
99,891.0,0,PRIMARY_FROZEN,15,11,0,0,31,9,1,1,0,,,0,0,,,,,,,False,False
99,891.0,1,PRIMARY_TX,15,0,0,0,31,23,1,1,0,,,0,0,,,,,,,False,False
