method,ppdu_dist,N,W_eff,seed,W_eff_utilization,mean_jain,p_success_small,p_success_large,class_gap,p_cond_small,p_cond_large
consec_L2,bimodal,20,50,456,0.7276000000000001,0.24515,0.27819623389494547,0.21150353178607467,0.0666927021088708,0.01898096493897285,0.017431223179534945
dcf_self_excl,bimodal,20,50,456,0.6686400000000001,0.22920000000000001,0.26729435084241826,0.19041372351160443,0.07688062733081383,0.015559735074885192,0.013406368557909545
and,bimodal,20,50,456,0.40760000000000013,0.15505000000000002,0.20555004955401388,0.10161453077699294,0.10393551877702094,0.006817143439403352,0.003681537837215339
oracle,bimodal,20,50,789,0.7902400000000002,0.2756,0.32927794263105836,0.22072800808897877,0.10854993454207959,0.026317037692891475,0.020611840241714665
pnd,bimodal,20,50,789,0.77192,0.26285000000000003,0.30276953511374877,0.22204246713852377,0.080727067975225,0.023175874679164425,0.0204692262520623
ema_ad_low,bimodal,20,50,789,0.7647200000000003,0.25844999999999996,0.29416419386745796,0.22194135490394337,0.07222283896351459,0.022331854054500538,0.020446183223883377
consec_L2,bimodal,20,50,789,0.7328000000000002,0.2459,0.27665677546983186,0.21445904954499495,0.06219772592483691,0.01931309727669447,0.018053522181743897
dcf_self_excl,bimodal,20,50,789,0.67072,0.22860000000000003,0.26369930761622157,0.19271991911021233,0.07097938850600924,0.01543315291325364,0.013493996375169914
and,bimodal,20,50,789,0.4113600000000001,0.15530000000000002,0.20652818991097924,0.10293225480283114,0.1035959351081481,0.006893591732972366,0.0037479106686596616
oracle,bimodal,20,50,1234,0.7880000000000003,0.2702,0.3188972431077694,0.22174563591022445,0.09715160719754495,0.025349643383671357,0.02094976015681692
pnd,bimodal,20,50,1234,0.7716000000000002,0.26525,0.3142857142857143,0.21645885286783043,0.09782686141788385,0.02419186813695607,0.019715622586653343
ema_ad_low,bimodal,20,50,1234,0.7630400000000002,0.25660000000000005,0.2936340852130326,0.2197506234413965,0.07388346177163607,0.022257177160747123,0.020339014347175804
consec_L2,bimodal,20,50,1234,0.72448,0.2459,0.2856140350877193,0.20638403990024937,0.07922999518746995,0.019489270298187887,0.01694707009812755
dcf_self_excl,bimodal,20,50,1234,0.6665600000000002,0.2258,0.26145363408521305,0.19032418952618455,0.0711294445590285,0.015148258937647026,0.013307666555071979
and,bimodal,20,50,1234,0.4135200000000001,0.15325,0.2018045112781955,0.10493765586034913,0.09686685541784636,0.006769094192298768,0.0038573089037102766
oracle,bimodal,20,100,42,0.8100000000000002,0.5350999999999999,0.5934527980778856,0.4768754370192788,0.11657736105860683,0.028295402474415764,0.023859740311665982
pnd,bimodal,20,100,42,0.79728,0.523,0.5730303333667034,0.473079612426331,0.09995072094037238,0.026329710161593765,0.02331420019887958
ema_ad_low,bimodal,20,100,42,0.7833199999999999,0.51085,0.5540094103513865,0.4677854360203776,0.08622397433100892,0.02474258147301968,0.022500576568265682
consec_L2,bimodal,20,100,42,0.7483999999999998,0.48130000000000006,0.5089598558414256,0.4537009289781241,0.05525892686330147,0.02029954202252754,0.01965102343672258
dcf_self_excl,bimodal,20,100,42,0.6736799999999998,0.43710000000000004,0.46971668835719294,0.4045549895115373,0.06516169884565565,0.015316665197677038,0.014215015267979362
and,bimodal,20,100,42,0.57172,0.38205,0.43197517268995894,0.3322345420037958,0.09974063068616312,0.009831911902423687,0.00788581454347156
oracle,bimodal,20,100,123,0.81196,0.53225,0.5864328192722508,0.47891655918245857,0.1075162600897922,0.02817283340838987,0.024223537027836743
pnd,bimodal,20,100,123,0.8004000000000001,0.5206000000000001,0.5657695796794678,0.47613850580414724,0.0896310738753206,0.026410637657155765,0.023578486044032173
ema_ad_low,bimodal,20,100,123,0.78388,0.5054500000000001,0.5407720995867352,0.4706816152396071,0.07009048434712811,0.024094599935328566,0.022715519718067075
consec_L2,bimodal,20,100,123,0.75008,0.48310000000000003,0.5157746194940026,0.4509375930151801,0.0648370264788225,0.020611372708560748,0.01953066249554168
dcf_self_excl,bimodal,20,100,123,0.67664,0.43639999999999995,0.46709001108759196,0.40619109038595097,0.06089892070164099,0.015328027732020825,0.014336892459298844
and,bimodal,20,100,123,0.5788799999999998,0.3856,0.43664953129724826,0.3353507292390118,0.10129880205823644,0.010088331117098696,0.008098000177293495
oracle,bimodal,20,100,456,0.8122,0.5351500000000001,0.5849355797819623,0.484460141271443,0.10047543851051932,0.0281469823783294,0.024662248934093595
pnd,bimodal,20,100,456,0.79468,0.5206500000000001,0.5635282457879088,0.4769929364278507,0.08653530936005815,0.025585759090684102,0.023309712955703162
ema_ad_low,bimodal,20,100,456,0.7777200000000001,0.5110500000000001,0.55599603567889,0.4652875882946519,0.09070844738423811,0.024640819428034314,0.021889078247164767
consec_L2,bimodal,20,100,456,0.7485999999999999,0.48865,0.5254707631318136,0.45116044399596367,0.07431031913584996,0.02082776826259801,0.01933915540964319
dcf_self_excl,bimodal,20,100,456,0.67704,0.43800000000000006,0.4635282457879088,0.41200807265388495,0.05152017313402385,0.015095618494311305,0.01456658782228977
and,bimodal,20,100,456,0.57404,0.38765,0.44142715559960355,0.33289606458123105,0.1085310910183725,0.010098307728583607,0.00792821111776001
oracle,bimodal,20,100,789,0.81084,0.53525,0.5857566765578635,0.48361981799797776,0.10213685855988569,0.028077661617239173,0.024422499540450563
pnd,bimodal,20,100,789,0.797,0.5190499999999999,0.5547972304648863,0.48250758341759353,0.07228964704729274,0.025356684327589012,0.023910570857363322
ema_ad_low,bimodal,20,100,789,0.7806000000000001,0.50785,0.541839762611276,0.4731041456016178,0.06873561700965819,0.023983608136388713,0.02265662073039638
consec_L2,bimodal,20,100,789,0.75228,0.49035,0.5249258160237389,0.455005055611729,0.0699207604120099,0.021203488766985364,0.019868777761097817
dcf_self_excl,bimodal,20,100,789,0.67248,0.43810000000000004,0.4685459940652819,0.4069767441860465,0.0615692498792354,0.015141054408070115,0.014359102422318148
and,bimodal,20,100,789,0.5802,0.38635,0.429080118694362,0.34266936299292217,0.08641075570143986,0.00992073474727054,0.008254699747170895
oracle,bimodal,20,100,1234,0.8108000000000001,0.5285,0.5734335839598997,0.4837905236907731,0.08964306026912666,0.027272120455043913,0.024739975209014532
pnd,bimodal,20,100,1234,0.7989200000000001,0.52065,0.5647117794486216,0.4768079800498753,0.08790379939874632,0.026219146074109932,0.023629559689355328
ema_ad_low,bimodal,20,100,1234,0.78372,0.50555,0.5383458646616541,0.47291770573566083,0.0654281589259933,0.024053212694004615,0.022846651310273042
consec_L2,bimodal,20,100,1234,0.75072,0.4895,0.5314285714285715,0.4477805486284289,0.08364802280014255,0.021436716999749278,0.01927370463874148
dcf_self_excl,bimodal,20,100,1234,0.67328,0.4324,0.4567418546365915,0.4081795511221945,0.048562303514397,0.014760243239478143,0.014407639006253168
and,bimodal,20,100,1234,0.5794400000000001,0.3843000000000001,0.42967418546365915,0.33915211970074816,0.090522065762911,0.009911522433896204,0.008205544051704582
oracle,bimodal,20,200,42,0.7763,0.97665,0.990289318250075,0.9630406552791929,0.02724866297088213,0.03669751998664465,0.035170214939224585
pnd,bimodal,20,200,42,0.76956,0.9685,0.9826809490439483,0.9543502147637599,0.028330734280188397,0.03477262824532132,0.033620483369227086
ema_ad_low,bimodal,20,200,42,0.75682,0.95435,0.9720692762038242,0.9366696633702927,0.035399612833531546,0.03233627057232868,0.030967226324619224
consec_L2,bimodal,20,200,42,0.73832,0.9315999999999999,0.95004504955451,0.9131954849665368,0.03684956458797317,0.027437102826975673,0.02682519608332184
dcf_self_excl,bimodal,20,200,42,0.6479400000000001,0.81625,0.8298127940734809,0.8027170112875837,0.027095782785897193,0.017848990947381113,0.01763537609041532
and,bimodal,20,200,42,0.6668599999999999,0.84205,0.8599459405345881,0.8241933872739986,0.03575255326058946,0.015374619885343638,0.014986940237509672
oracle,bimodal,20,200,123,0.7791,0.97595,0.9879044451164197,0.9641829546582003,0.023721490458219474,0.03658673157038121,0.03548411831934246
pnd,bimodal,20,200,123,0.77188,0.9677,0.9811510936397541,0.9544597678341106,0.026691325805643484,0.03491942774325934,0.03377844569991959
ema_ad_low,bimodal,20,200,123,0.7595200000000001,0.9532,0.9684507610119948,0.9381883123325727,0.03026244867942207,0.03178636177167282,0.03123719922303413
consec_L2,bimodal,20,200,123,0.73886,0.9306500000000001,0.9523233545005544,0.9093164004365513,0.04300695406400312,0.027524085031011208,0.026696222331615727
dcf_self_excl,bimodal,20,200,123,0.65376,0.82,0.8321741759903235,0.8080166683202699,0.024157507670053646,0.018040617611453695,0.017898507725104942
and,bimodal,20,200,123,0.6709599999999999,0.845,0.8644289890132043,0.8258755828951285,0.038553406118075784,0.015702962066433637,0.015228296384651691
oracle,bimodal,20,200,456,0.77354,0.97705,0.988404360753221,0.965489404641776,0.022914956111445006,0.036792863519984655,0.0359117369975716
pnd,bimodal,20,200,456,0.7661600000000001,0.9682999999999999,0.9806739345887017,0.9557013118062563,0.024972622782445386,0.034112455614162096,0.03365408532381974
ema_ad_low,bimodal,20,200,456,0.7541199999999999,0.9554,0.9721506442021803,0.9383451059535822,0.03380553824859811,0.032260080247319606,0.030655976580271253
consec_L2,bimodal,20,200,456,0.7350599999999999,0.9323499999999999,0.9508424182358771,0.9135216952573159,0.03732072297856126,0.027492334584634782,0.02675963914539414
dcf_self_excl,bimodal,20,200,456,0.6509199999999999,0.8215,0.8297324083250743,0.8131180625630676,0.01661434576200671,0.01780303110852151,0.018100665577961125
and,bimodal,20,200,456,0.6644000000000001,0.8469000000000001,0.8718533201189297,0.8214934409687185,0.05035987915021123,0.01570553505403297,0.014906652604132334
oracle,bimodal,20,200,789,0.77332,0.978,0.9898120672601385,0.9659251769464106,0.023886890313727926,0.03663139090932385,0.035741811896227896
pnd,bimodal,20,200,789,0.76728,0.97,0.9810089020771513,0.9587462082912033,0.02226269378594803,0.034205779597242296,0.03425107824792839
ema_ad_low,bimodal,20,200,789,0.7544000000000001,0.9556,0.9701285855588526,0.9407482305358948,0.02938035502295777,0.03184818856933183,0.031241080812456138
consec_L2,bimodal,20,200,789,0.7388399999999999,0.9362999999999999,0.9513353115727003,0.9209302325581395,0.0304050790145608,0.02785395929927802,0.027345767230715648
dcf_self_excl,bimodal,20,200,789,0.6490199999999999,0.82105,0.8314540059347181,0.8104145601617796,0.02103944577293848,0.01784103522999569,0.017891383786365938
and,bimodal,20,200,789,0.66982,0.85095,0.8687438180019782,0.8327603640040445,0.03598345399793368,0.015787676157607133,0.015384845292267229
oracle,bimodal,20,200,1234,0.7771,0.9758499999999999,0.9872681704260652,0.9644887780548629,0.0227793923712023,0.03612407195469085,0.03590366277515373
pnd,bimodal,20,200,1234,0.77024,0.968,0.9808521303258145,0.955211970074813,0.025640160251001576,0.034770865540096306,0.033937228884919624
ema_ad_low,bimodal,20,200,1234,0.7585400000000001,0.95405,0.9682205513784461,0.9399501246882793,0.028270426690166772,0.031985216193302246,0.031491247418339315
consec_L2,bimodal,20,200,1234,0.7399,0.93365,0.9535839598997494,0.9138154613466334,0.03976849855311604,0.028140762983891246,0.0268227054596986
dcf_self_excl,bimodal,20,200,1234,0.64774,0.81455,0.8263659147869674,0.8027930174563591,0.0235728973306083,0.017474793728323456,0.017748530144714034
and,bimodal,20,200,1234,0.6688999999999998,0.84425,0.86265664160401,0.8259351620947631,0.03672147950924687,0.015593937845336407,0.015235459612231793
oracle,bimodal,30,20,42,0.7212000000000001,0.07493333333333334,0.10450942516485712,0.045305931807566556,0.05920349335729056,0.018202278475138636,0.012459401434941373
pnd,bimodal,30,20,42,0.7022,0.07303333333333333,0.09898088323453007,0.045039033829318745,0.05394184940521132,0.016427150121600707,0.012528769767614523
ema_ad_low,bimodal,30,20,42,0.6964,0.07033333333333333,0.09485112902151469,0.045773003269500234,0.04907812575201445,0.015722992668492183,0.01245189864227111
consec_L2,bimodal,30,20,42,0.6646,0.06936666666666667,0.09125424631985612,0.04343764595983186,0.04781660036002427,0.0141016139657444,0.0112384766771398
dcf_self_excl,bimodal,30,20,42,0.621,0.06623333333333332,0.08312795577166456,0.04130246213384934,0.041825493637815216,0.011513552410650036,0.009839140386571719
and,bimodal,30,20,42,0.107,0.5695666666666666,0.034836475054952375,0.0002668979782478148,0.03456957707670456,0.0021980331175926703,2.9704881997356266e-05
oracle,bimodal,30,20,123,0.7288000000000001,0.07526666666666665,0.10565757493923846,0.045628127469054515,0.06002944747018394,0.01885769369803591,0.01311059820651557
pnd,bimodal,30,20,123,0.6986000000000001,0.07203333333333334,0.10093167701863354,0.04385040821701343,0.05708126880162011,0.016734575087310827,0.012001081178484549
ema_ad_low,bimodal,30,20,123,0.6934000000000001,0.07103333333333334,0.09573318930596814,0.04496971293126152,0.050763476374706615,0.0157938116771736,0.012520393759967736
consec_L2,bimodal,30,20,123,0.6642,0.07336666666666666,0.0955981636510937,0.04180932314985515,0.053788840501238555,0.01470572962643708,0.010791244646862892
dcf_self_excl,bimodal,30,20,123,0.6142,0.06556666666666666,0.08337834188495814,0.04029496971293126,0.04308337217202688,0.011523317222460671,0.009330690654063119
and,bimodal,30,20,123,0.11220000000000001,0.5702999999999999,0.0366594652984067,0.0003950487226757967,0.0362644165757309,0.0023238993576108775,4.39734400422145e-05
oracle,bimodal,30,20,456,0.7272000000000001,0.07393333333333334,0.09976199920666402,0.047667070055129754,0.05209492915153427,0.017840675320990283,0.01365562403697997
pnd,bimodal,30,20,456,0.6944000000000001,0.071,0.0934814227158535,0.046120747613284926,0.04736067510256857,0.015385619777158775,0.012459135488557937
ema_ad_low,bimodal,30,20,456,0.7026,0.07196666666666666,0.09797699325664419,0.045515664918649994,0.0524613283379942,0.016308295001870723,0.01244714101856959
consec_L2,bimodal,30,20,456,0.6632,0.07173333333333332,0.09189475076028031,0.043162565550625254,0.048732185209655055,0.01408151067256942,0.011130953412972242
dcf_self_excl,bimodal,30,20,456,0.6112000000000001,0.06693333333333332,0.08323416633611001,0.04027161489848057,0.04296255143762944,0.011384186921296295,0.009337199152013967
and,bimodal,30,20,456,0.1024,0.5865333333333334,0.03226232976332143,0.0005378512841199408,0.03172447847920149,0.0020332486146410565,5.9913425100729446e-05
oracle,bimodal,30,20,789,0.7134000000000001,0.07536666666666667,0.10628594090818957,0.043910967655167776,0.0623749732530218,0.018068633840483628,0.012065333875318725
pnd,bimodal,30,20,789,0.7,0.07306666666666667,0.10165906537114151,0.04397821262860601,0.0576808527425355,0.01682860644257703,0.011912134348475465
ema_ad_low,bimodal,30,20,789,0.7001999999999999,0.07136666666666668,0.09656950228038866,0.04572658193800013,0.05084292034238853,0.016210638439518008,0.012671673219909434
consec_L2,bimodal,30,20,789,0.6681999999999999,0.06983333333333333,0.08837332275761782,0.04491964225674131,0.04345368050087651,0.013844879362120742,0.01180253719212693
dcf_self_excl,bimodal,30,20,789,0.6166,0.06516666666666665,0.08599378676713597,0.039943514222311884,0.046050272544824085,0.011755245134358567,0.0094708142668091
and,bimodal,30,20,789,0.10640000000000001,0.5864,0.03417278075219777,0.00033622486719117747,0.03383655588500659,0.0021515758107945016,3.740695021134927e-05
oracle,bimodal,30,20,1234,0.7234,0.07316666666666666,0.09903236569903237,0.047352647352647353,0.05167971834638502,0.017306929769318684,0.013175694457313345
pnd,bimodal,30,20,1234,0.7038,0.0735,0.1033033033033033,0.043756243756243755,0.05954705954705954,0.017241763382415183,0.01191728641393071
ema_ad_low,bimodal,30,20,1234,0.6976000000000001,0.07193333333333334,0.09662996329662997,0.04528804528804529,0.05134191800858468,0.01616522467206252,0.012845943137810522
consec_L2,bimodal,30,20,1234,0.6658,0.06776666666666667,0.08942275608942275,0.04415584415584416,0.045266911933578596,0.013852420038455972,0.011774107618540223
dcf_self_excl,bimodal,30,20,1234,0.6217999999999999,0.06556666666666666,0.08415081748415082,0.041025641025641026,0.043125176458509794,0.011795078057039164,0.009841356062179478
and,bimodal,30,20,1234,0.0996,0.6033999999999999,0.032632632632632635,0.0001998001998001998,0.03243283243283244,0.002049592596318278,2.2237871094473888e-05
oracle,bimodal,30,50,42,0.7833600000000002,0.1806,0.21521348164923731,0.14592646960699274,0.06928701204224458,0.01624842846366608,0.012992799600769944
pnd,bimodal,30,50,42,0.7750400000000002,0.1758,0.20428961566642242,0.1472609594982318,0.05702865616819061,0.015060965728568692,0.013202840375446426
ema_ad_low,bimodal,30,50,42,0.7680800000000002,0.17343333333333333,0.20009325251448745,0.14672716354173618,0.053366088972751274,0.014625833779638737,0.013069758872161235
consec_L2,bimodal,30,50,42,0.7246400000000001,0.1628,0.18630520215812962,0.13925402015079735,0.04705118200733227,0.012171665303138436,0.011190948576331171
dcf_self_excl,bimodal,30,50,42,0.66744,0.15189999999999998,0.17744621328182242,0.12630946820577835,0.05113674507604407,0.010003379520108144,0.008595246960106794
and,bimodal,30,50,42,0.25992000000000004,0.08776666666666667,0.10990474921734497,0.03556415560152132,0.07434059361582365,0.002975546418524129,0.0010698664975220447
oracle,bimodal,30,50,123,0.7864800000000002,0.18030000000000002,0.2159060221442074,0.14557545430603108,0.07033056783817632,0.01648955094590623,0.013177578448609829
pnd,bimodal,30,50,123,0.7720800000000001,0.17456666666666668,0.2045638671347556,0.14531208849091387,0.059251778643841735,0.015071552568878984,0.012931615367938734
ema_ad_low,bimodal,30,50,123,0.7722400000000003,0.17223333333333335,0.19740750742641103,0.14768238082696866,0.049725126599442365,0.01460948117355504,0.013432102905598008
consec_L2,bimodal,30,50,123,0.7272000000000001,0.16406666666666667,0.1916014042668107,0.13721358967606004,0.05438781459075065,0.012612044102158446,0.011002354630597528
dcf_self_excl,bimodal,30,50,123,0.6660000000000001,0.15043333333333334,0.17600594112881449,0.12549381090334474,0.05051213022546974,0.009869803398967968,0.00843571858513614
and,bimodal,30,50,123,0.26624000000000003,0.08773333333333333,0.11166621658115042,0.03673953120884909,0.07492668537230132,0.003050281699231897,0.0011094762794766771
oracle,bimodal,30,50,456,0.7856000000000002,0.18086666666666668,0.21347348935607563,0.14770740890143874,0.06576608045463689,0.016141771645670867,0.013367080597959345
pnd,bimodal,30,50,456,0.7664000000000001,0.1746,0.20276345365595663,0.14595939222804893,0.0568040614279077,0.014586702178255494,0.012698431267035551
ema_ad_low,bimodal,30,50,456,0.7693600000000002,0.17396666666666669,0.19965622107629247,0.14784187172246874,0.05181434935382373,0.01465720581240718,0.01317658056049902
consec_L2,bimodal,30,50,456,0.7284800000000002,0.16606666666666667,0.19304508792807087,0.13863116848191476,0.05441391944615612,0.012654113670343005,0.01112153867728121
dcf_self_excl,bimodal,30,50,456,0.6656000000000002,0.15193333333333334,0.17698003437789236,0.1264622831787011,0.050517751199191274,0.009888372574079683,0.008455414656951106
and,bimodal,30,50,456,0.26776,0.09430000000000001,0.11040592357530081,0.03758235847788086,0.07282356509741994,0.003022826868043652,0.0011407790766015803
oracle,bimodal,30,50,789,0.7804000000000002,0.17856666666666665,0.20873818494282503,0.14787169659067984,0.0608664883521452,0.015646676443775022,0.013254333727125877
pnd,bimodal,30,50,789,0.7701600000000001,0.17956666666666665,0.21594289113622844,0.14255934368905923,0.07338354744716921,0.015650749243092017,0.012355608397151217
ema_ad_low,bimodal,30,50,789,0.7646400000000001,0.17460000000000003,0.20345032718619868,0.14524914262658867,0.058201184559610014,0.014712841471284148,0.012768900633124657
consec_L2,bimodal,30,50,789,0.7308000000000002,0.16563333333333333,0.19075946857029547,0.14007127967184452,0.05068818889845095,0.012555304681484188,0.011338090650293658
dcf_self_excl,bimodal,30,50,789,0.6658400000000001,0.15263333333333332,0.178927886839844,0.12588259027637685,0.053045296563467154,0.009990109533229015,0.00846997502443262
and,bimodal,30,50,789,0.26727999999999996,0.09056666666666667,0.11137550399894243,0.037119225337905994,0.07425627866103643,0.0030509941533174356,0.0011273105270789383
oracle,bimodal,30,50,1234,0.7849600000000002,0.1792,0.21074407741074408,0.14771894771894772,0.06302512969179636,0.015850151324275627,0.01329313827141256
pnd,bimodal,30,50,1234,0.7727200000000003,0.17643333333333333,0.2075408742075409,0.1453879453879454,0.0621529288195955,0.015315443975514988,0.012838608748838468
ema_ad_low,bimodal,30,50,1234,0.7667200000000002,0.1726666666666667,0.19873206539873206,0.14665334665334664,0.052078718745385416,0.014469375261158133,0.013167887576618329
consec_L2,bimodal,30,50,1234,0.72616,0.1622333333333333,0.18431765098431765,0.1401931401931402,0.04412451079117746,0.01212967598570086,0.01118847666631232
dcf_self_excl,bimodal,30,50,1234,0.6704000000000001,0.151,0.1738405071738405,0.1282051282051282,0.04563537896871231,0.009824553463673667,0.00878333675541259
and,bimodal,30,50,1234,0.26272,0.08480000000000001,0.11204537871204538,0.03563103563103563,0.07641434308100975,0.0030490850020974945,0.0010730108684970025
oracle,bimodal,30,100,42,0.8074000000000001,0.3518333333333333,0.3823353093985213,0.321278441315807,0.061056868082714266,0.016311869300436783,0.014680325619683528
pnd,bimodal,30,100,42,0.79556,0.3456333333333333,0.3736095384000533,0.31760859411489956,0.05600094428515373,0.015401724421989126,0.014191121009119883
ema_ad_low,bimodal,30,100,42,0.78964,0.3421666666666666,0.36814760540864583,0.3161406552345366,0.05200695017410922,0.014981202345166686,0.014085637584690714
consec_L2,bimodal,30,100,42,0.74672,0.3245333333333333,0.3510291081063079,0.2979915927136852,0.05303751539262269,0.012637071460600873,0.011655766028635706
dcf_self_excl,bimodal,30,100,42,0.6796399999999999,0.2967666666666667,0.323652834210351,0.26983385600854076,0.05381897820181025,0.009725060393845932,0.008750916963665518
and,bimodal,30,100,42,0.38304000000000005,0.1784,0.21581296209951376,0.1409221325148462,0.07489082958466756,0.0034505123052297627,0.00235091921831936
oracle,bimodal,30,100,123,0.80556,0.3499666666666666,0.38340534701593304,0.3173558072162233,0.06604953979970973,0.016353881995179363,0.01453663715106039
pnd,bimodal,30,100,123,0.7986000000000001,0.3460999999999999,0.3775317310288955,0.31544640505662364,0.06208532597227184,0.01570724746779621,0.014254049953141038
ema_ad_low,bimodal,30,100,123,0.7901200000000002,0.3406333333333333,0.36807993518768567,0.3138662101659205,0.05421372502176519,0.015029344712851854,0.014049141048424887
consec_L2,bimodal,30,100,123,0.75024,0.32359999999999994,0.34998649743451254,0.2978667368975507,0.05211976053696182,0.01278929488650241,0.011703561514840291
dcf_self_excl,bimodal,30,100,123,0.6799199999999999,0.2941999999999999,0.32001080205238996,0.2690281801422175,0.05098262191017244,0.009628099425360902,0.008710481997058133
and,bimodal,30,100,123,0.38088000000000005,0.1733333333333333,0.20517148258169052,0.1422833816170661,0.06288810096462441,0.0032753774390191326,0.002376088261618203
oracle,bimodal,30,100,456,0.8071200000000002,0.3560666666666666,0.3923046410154701,0.3192147371251849,0.07308990389028519,0.016694800810263335,0.014584862829180784
pnd,bimodal,30,100,456,0.7951600000000001,0.3459,0.3719423509189475,0.31941643135672987,0.05252591956221764,0.015185008245680802,0.014218633562679005
ema_ad_low,bimodal,30,100,456,0.789,0.34056666666666663,0.36116620388734627,0.31961812558827485,0.04154807829907142,0.014727052163364335,0.014233660781384263
consec_L2,bimodal,30,100,456,0.75052,0.3274333333333333,0.3538939574243025,0.30052440500201694,0.05336955242228558,0.012851230145773714,0.01182702382338311
dcf_self_excl,bimodal,30,100,456,0.67788,0.2976333333333333,0.325267750892503,0.2695307247546054,0.055737026137897605,0.009716695138690024,0.008682187330806713
and,bimodal,30,100,456,0.38676000000000005,0.1785,0.21142403808012694,0.14501815248083905,0.0664058855992879,0.003407180435667362,0.002439225735245059
oracle,bimodal,30,100,789,0.80796,0.35529999999999995,0.38925242910965696,0.3207585233003833,0.06849390580927367,0.016518470730133798,0.014704839649426758
pnd,bimodal,30,100,789,0.7928,0.35019999999999996,0.3866085002313438,0.3131598413018627,0.0734486589294811,0.015849402226341062,0.013741232845588909
ema_ad_low,bimodal,30,100,789,0.786,0.3424666666666666,0.36922466785643465,0.315244435478448,0.05398023237798666,0.014884885951822639,0.013787951424529495
consec_L2,bimodal,30,100,789,0.7500800000000001,0.326,0.3499239870447485,0.3016609508439244,0.04826303620082406,0.012667556793437947,0.011970487385091592
dcf_self_excl,bimodal,30,100,789,0.6762,0.2977666666666666,0.3269879040253817,0.2680384641248067,0.058949439900574996,0.009755087553241837,0.008594536669088777
