method,ppdu_dist,N,W_eff,seed,W_eff_utilization,mean_jain,p_success_small,p_success_large,class_gap,p_cond_small,p_cond_large
and,bimodal,30,100,789,0.3844,0.1784,0.21303456937008394,0.14316454845000337,0.06987002092008057,0.0034246138676141823,0.0023979653900044603
oracle,bimodal,30,100,1234,0.80608,0.3512,0.38224891558224894,0.3202131202131202,0.06203579536912873,0.01621854259632591,0.014699632814912423
pnd,bimodal,30,100,1234,0.79568,0.34559999999999996,0.37410744077410746,0.31714951714951717,0.05695792362459029,0.015457962118893403,0.014092426430549965
ema_ad_low,bimodal,30,100,1234,0.7878000000000001,0.3396333333333333,0.36276276276276276,0.31655011655011656,0.0462126462126462,0.014674282752588785,0.013975137016912473
consec_L2,bimodal,30,100,1234,0.7490800000000001,0.3242333333333333,0.34881548214881547,0.2997002997002997,0.04911518244851576,0.01263103459941714,0.011796038628094495
dcf_self_excl,bimodal,30,100,1234,0.6858399999999999,0.2974666666666667,0.32118785452118787,0.2737928737928738,0.04739498072831405,0.009728735446313065,0.009056262942239062
and,bimodal,30,100,1234,0.38400000000000006,0.17860000000000004,0.21601601601601603,0.14125874125874127,0.07475727475727476,0.003464904064866601,0.0023537401830390882
oracle,bimodal,30,200,42,0.8178,0.6991999999999998,0.7339638979551055,0.664375792353373,0.06958810560173256,0.019832149355756615,0.018307986783387666
pnd,bimodal,30,200,42,0.80876,0.6874666666666664,0.7138479984013855,0.6610395676252753,0.05280843077611019,0.01867401755361135,0.017800544778962046
ema_ad_low,bimodal,30,200,42,0.7953200000000001,0.6768,0.7042563111969626,0.6492960565823714,0.0549602546145912,0.017917362878708282,0.016943309299406087
consec_L2,bimodal,30,200,42,0.75858,0.6424333333333332,0.6624258975554519,0.6224060852739041,0.04001981228154783,0.014804019786327904,0.014311226211882246
dcf_self_excl,bimodal,30,200,42,0.67528,0.5724,0.5912209418503963,0.5535464068859678,0.03767453496442852,0.010447478351144032,0.010061599401349389
and,bimodal,30,200,42,0.58254,0.5003,0.5295410644108439,0.47100820711283115,0.058532857298012775,0.006300722799898554,0.005678129909241621
oracle,bimodal,30,200,123,0.8194000000000001,0.6952666666666666,0.7292735619767756,0.6621016592046353,0.06717190277214036,0.019784788680800403,0.01835331221071997
pnd,bimodal,30,200,123,0.80988,0.6836666666666665,0.7100999189846071,0.6578878061627601,0.05221211282184701,0.018723531516520606,0.017828403401528047
ema_ad_low,bimodal,30,200,123,0.79808,0.6735999999999999,0.6994328922495274,0.6484066368185409,0.05102625543098649,0.017856034857186193,0.017075285223844366
consec_L2,bimodal,30,200,123,0.76012,0.6417333333333333,0.666689170942479,0.617395312088491,0.04929385885398807,0.015052229330431112,0.014159647496202249
dcf_self_excl,bimodal,30,200,123,0.67434,0.5683666666666666,0.5885768295976236,0.5486568343429022,0.03991999525472134,0.010375495835163149,0.00992622928362714
and,bimodal,30,200,123,0.58356,0.4976666666666667,0.5270051309748852,0.4690545167237293,0.05795061425115594,0.00625839824771263,0.005666560610881324
oracle,bimodal,30,200,456,0.821,0.7035999999999999,0.7362818987174402,0.6703643942449913,0.06591750447244893,0.02016556878963131,0.018612369544481342
pnd,bimodal,30,200,456,0.8056800000000001,0.6864666666666666,0.7106307021023404,0.6618932365201022,0.048737465582238126,0.0183588559404537,0.017702440761106056
ema_ad_low,bimodal,30,200,456,0.7962400000000001,0.6761333333333333,0.6954912071929129,0.6564474922683878,0.039043714924525075,0.017650414415623636,0.0172463128146251
consec_L2,bimodal,30,200,456,0.75988,0.6473333333333332,0.6699061219092952,0.6243781094527363,0.04552801245655891,0.015079407597890402,0.014396909477900814
dcf_self_excl,bimodal,30,200,456,0.6735599999999999,0.5739999999999998,0.5944069813566045,0.5532472771278741,0.04115970422873039,0.010466529456685728,0.009973614583850961
and,bimodal,30,200,456,0.5866600000000001,0.5027666666666667,0.5261139759354754,0.4790237999193223,0.04709017601615306,0.0062985619681779365,0.00584524738317504
oracle,bimodal,30,200,789,0.82008,0.7029333333333332,0.7356732103906405,0.669625445497949,0.06604776489269149,0.02000334287670716,0.018604668542453694
pnd,bimodal,30,200,789,0.80696,0.6911999999999999,0.7224535659990746,0.6594042095353372,0.06304935646373744,0.019026795925863385,0.01758873287941512
ema_ad_low,bimodal,30,200,789,0.79576,0.6799999999999999,0.7076475642805209,0.6518727725102549,0.05577479177026601,0.017999448550427375,0.01699410798463623
consec_L2,bimodal,30,200,789,0.75874,0.6480999999999999,0.6739374710820278,0.6218142693833636,0.052123201698664245,0.015097513411703387,0.014375928908567414
dcf_self_excl,bimodal,30,200,789,0.6724600000000001,0.5717,0.5892656487540485,0.5538296012373075,0.03543604751674101,0.010347773400592893,0.010011815790369402
and,bimodal,30,200,789,0.58688,0.5037333333333333,0.5285213827748033,0.47851523098648374,0.050006151788319575,0.00633158969144982,0.0058332219862301206
oracle,bimodal,30,200,1234,0.8181,0.7002333333333334,0.7379379379379379,0.6626040626040626,0.07533387533387537,0.019922314144879074,0.018344310295234794
pnd,bimodal,30,200,1234,0.8099200000000001,0.6885333333333333,0.7164497831164498,0.6606726606726607,0.05577712244378907,0.018897981527997564,0.017862544836428067
ema_ad_low,bimodal,30,200,1234,0.79438,0.6752999999999999,0.7026359693026359,0.6480186480186481,0.054617321283987885,0.017721382634761782,0.016935729515686872
consec_L2,bimodal,30,200,1234,0.7590600000000001,0.6450999999999999,0.6708708708708708,0.6193806193806194,0.05149025149025144,0.015022751555997221,0.014249968971841755
dcf_self_excl,bimodal,30,200,1234,0.6750799999999999,0.5701999999999999,0.5860527193860527,0.5543789543789543,0.0316737650070984,0.01033431789030231,0.010178689560973701
and,bimodal,30,200,1234,0.58518,0.5011,0.5285285285285285,0.47372627372627374,0.05480225480225476,0.006317703929420398,0.005744620021611983
oracle,bimodal,50,20,42,0.7130000000000001,0.04406,0.060678547223218915,0.027330738050327087,0.03334780917289183,0.01020278196748785,0.007458681532917867
pnd,bimodal,50,20,42,0.7056,0.04428,0.05908384164573616,0.027370871292691737,0.03171297035304442,0.00983515170821056,0.0076407716955342935
ema_ad_low,bimodal,50,20,42,0.7022,0.04358000000000001,0.057329665510505126,0.027732070473973594,0.029597595036531532,0.009497642101369826,0.007624406929272868
consec_L2,bimodal,50,20,42,0.6634,0.04306,0.05665191564007495,0.025364209174459206,0.03128770646561574,0.008611025263451318,0.006673495031836373
dcf_self_excl,bimodal,50,20,42,0.6126,0.041620000000000004,0.05142925487381892,0.02371874623750853,0.02771050863631039,0.006881174387095398,0.005419979640685614
and,bimodal,50,20,42,0.010600000000000002,0.9500599999999999,0.0021129848901646534,0.0,0.0021129848901646534,0.0001250374522557464,0.0
oracle,bimodal,50,20,123,0.7038000000000001,0.04426000000000001,0.06255262841332852,0.02605642232951598,0.036496206083812543,0.01018748897987971,0.006907786863568565
pnd,bimodal,50,20,123,0.7054000000000001,0.04438000000000001,0.059745779702474036,0.0270938909061889,0.03265188879628514,0.00993797105315814,0.007505665174376831
ema_ad_low,bimodal,50,20,123,0.7015999999999999,0.04316000000000001,0.059465094831388586,0.02693428035593153,0.032530814475457054,0.009901254514985412,0.0074232926426921805
consec_L2,bimodal,50,20,123,0.6655999999999999,0.04172,0.055735995829824775,0.02577710386656558,0.029958891963259196,0.008538765380527929,0.006720346212263071
dcf_self_excl,bimodal,50,20,123,0.6086,0.039020000000000006,0.05032278760174826,0.02378197198834843,0.026540815613399833,0.006703272051361485,0.005481871194422472
and,bimodal,50,20,123,0.013400000000000002,0.9353400000000001,0.002686555194675007,0.0,0.002686555194675007,0.0001593659613335363,0.0
oracle,bimodal,50,20,456,0.7228000000000001,0.04580000000000001,0.06184540639560352,0.027602555345735063,0.03424285104986846,0.01059648739748086,0.007678723118880493
pnd,bimodal,50,20,456,0.7014000000000001,0.04338000000000001,0.05973477758751145,0.02687934428864157,0.032855433298869884,0.009747158703238007,0.007289090334600843
ema_ad_low,bimodal,50,20,456,0.6958,0.044700000000000004,0.058261319740352834,0.02699987946482382,0.03126144027552902,0.009458786715027381,0.007448046550290939
consec_L2,bimodal,50,20,456,0.6664000000000001,0.04264,0.055035641750627216,0.026115954839487324,0.028919686911139893,0.008412927418716633,0.006712310377231843
dcf_self_excl,bimodal,50,20,456,0.6122000000000001,0.042460000000000005,0.05093385368961809,0.02386596488408534,0.027067888805532753,0.0067881348285982685,0.005360236788911349
and,bimodal,50,20,456,0.0142,0.93342,0.0028274461391422086,0.0,0.0028274461391422086,0.00016778206291591046,0.0
oracle,bimodal,50,20,789,0.7198000000000001,0.0449,0.0596722621902478,0.02810248198558847,0.03156978020465933,0.010295841666091994,0.007643228883130458
pnd,bimodal,50,20,789,0.704,0.04356000000000001,0.06023181454836131,0.02686148919135308,0.03337032535700823,0.009915256467615865,0.007453153983716358
ema_ad_low,bimodal,50,20,789,0.6982,0.04278,0.05847322142286171,0.027061649319455563,0.031411572103406143,0.009514890185289967,0.007372910009052537
consec_L2,bimodal,50,20,789,0.6636,0.041280000000000004,0.057434052757793765,0.02510008006405124,0.032333972693742524,0.008631149017959036,0.006396914789422135
dcf_self_excl,bimodal,50,20,789,0.6085999999999999,0.03822,0.04776179056754596,0.02465972778222578,0.02310206278532018,0.006440034921695642,0.00572123823941896
and,bimodal,50,20,789,0.014400000000000001,0.9334399999999999,0.0028776978417266188,0.0,0.0028776978417266188,0.00017082053167890486,0.0
oracle,bimodal,50,20,1234,0.7226000000000001,0.04410000000000001,0.05994408945686901,0.028205128205128206,0.031738961251740805,0.0103508675144126,0.008131208131208132
pnd,bimodal,50,20,1234,0.6946,0.04290000000000001,0.059145367412140576,0.0266025641025641,0.03254280330957647,0.009654498044328552,0.007125380950336953
ema_ad_low,bimodal,50,20,1234,0.6994000000000001,0.04414,0.059384984025559105,0.026842948717948716,0.03254203530761039,0.009617996714228427,0.007232218995908939
consec_L2,bimodal,50,20,1234,0.663,0.044660000000000005,0.05559105431309904,0.025681089743589743,0.029909964569509298,0.008323317846700271,0.006709512644448166
dcf_self_excl,bimodal,50,20,1234,0.6163999999999998,0.038840000000000006,0.04880191693290735,0.024839743589743588,0.02396217334316376,0.00667438608756445,0.005766047281587709
and,bimodal,50,20,1234,0.011200000000000002,0.94812,0.0022364217252396168,0.0,0.0022364217252396168,0.0001323733116493242,0.0
oracle,bimodal,50,50,42,0.7835200000000002,0.10856000000000003,0.12937048997328868,0.08761086808203235,0.04175962189125633,0.00940656053244901,0.007635430074430578
pnd,bimodal,50,50,42,0.7726400000000002,0.10524000000000004,0.12215444723517921,0.0882128667175021,0.03394158051767711,0.008692223240349618,0.007629110018152978
ema_ad_low,bimodal,50,50,42,0.7688800000000001,0.10426000000000003,0.12016106526332576,0.08825299995986675,0.03190806530345901,0.008511070886998167,0.007627206825985918
consec_L2,bimodal,50,50,42,0.7259200000000001,0.09812000000000001,0.11250647849140852,0.08363767708793193,0.028868801403476585,0.007132386392357074,0.006531830134805189
dcf_self_excl,bimodal,50,50,42,0.6640800000000001,0.09110000000000001,0.10692500897021888,0.07516956294899065,0.031755446021228234,0.005817699080491186,0.00496790621187205
and,bimodal,50,50,42,0.08752000000000001,0.29403999999999997,0.03512339034405773,0.0028494602078901953,0.032273930136167535,0.0007950459881311637,7.451361500179462e-05
oracle,bimodal,50,50,123,0.7807200000000002,0.10630000000000002,0.12402261518104174,0.08866366066797016,0.03535895451307158,0.009023280238053563,0.007730120683117236
pnd,bimodal,50,50,123,0.7737600000000001,0.10588000000000003,0.12450378924575965,0.08734687362834684,0.037156915617412814,0.008823178390174873,0.007606108514741396
ema_ad_low,bimodal,50,50,123,0.7698400000000002,0.10494000000000002,0.12265928866434099,0.0873069709907825,0.035352317673558495,0.008659148295345177,0.007605567219588159
consec_L2,bimodal,50,50,123,0.7280000000000001,0.09868000000000002,0.11431893820923052,0.08311719404652647,0.031201744162704048,0.007267415925097948,0.006504131044345497
dcf_self_excl,bimodal,50,50,123,0.66352,0.08984000000000002,0.10389350014034243,0.07585491400981605,0.028038586130526386,0.005643097496433588,0.004966104572943743
and,bimodal,50,50,123,0.08703999999999999,0.32991999999999994,0.03508560888568106,0.0028330872670683533,0.03225252161861271,0.0007935471466765339,7.416158242015357e-05
oracle,bimodal,50,50,456,0.7777600000000001,0.10764000000000003,0.1279120704073912,0.0871871107718269,0.04072495963556429,0.009186749572410006,0.007574990662165889
pnd,bimodal,50,50,456,0.7727200000000003,0.10602000000000004,0.12432798375214049,0.08754871630037366,0.03677926745176684,0.008802499210538188,0.007520821181172751
ema_ad_low,bimodal,50,50,456,0.7719200000000002,0.10382000000000002,0.11795627414280595,0.08955763590341115,0.0283986382393948,0.008407869675181456,0.007860326684909866
consec_L2,bimodal,50,50,456,0.7343200000000002,0.09818000000000002,0.11046951535183784,0.08578086704970067,0.02468864830213717,0.007151512026605481,0.006836659867365596
dcf_self_excl,bimodal,50,50,456,0.66144,0.09016000000000003,0.10465533033332006,0.07553537707420949,0.02911995325911057,0.005639049343827515,0.004921852501505354
and,bimodal,50,50,456,0.08688,0.31072,0.03428776233523157,0.0030133794045562297,0.03127438293067534,0.0007751944963891782,7.886684122527524e-05
oracle,bimodal,50,50,789,0.7830400000000002,0.10688000000000003,0.12478017585931254,0.088951160928743,0.035829014930569544,0.009126119937444277,0.007752289576973397
pnd,bimodal,50,50,789,0.76744,0.10482000000000002,0.12250199840127898,0.08710968775020016,0.035392310651078826,0.008545840838245217,0.007377371540161923
ema_ad_low,bimodal,50,50,789,0.7686400000000001,0.10560000000000003,0.12454036770583533,0.0866293034427542,0.037911064263081135,0.008731152786767652,0.007456823475899712
consec_L2,bimodal,50,50,789,0.7260800000000002,0.09936000000000002,0.11646682653876898,0.0822257806244996,0.03424104591426938,0.007342639721816258,0.006330128205128205
dcf_self_excl,bimodal,50,50,789,0.66224,0.08948000000000002,0.10279776179056754,0.07614091273018414,0.026656849060383403,0.005550017047097462,0.005016695943914289
and,bimodal,50,50,789,0.09087999999999999,0.29703999999999997,0.03437250199840128,0.0036829463570856686,0.03068955564131561,0.0007809924597902399,9.643838373461834e-05
oracle,bimodal,50,50,1234,0.7881600000000002,0.10652000000000003,0.12232428115015974,0.0906650641025641,0.03165921704759564,0.009102174358791487,0.008199720999329673
pnd,bimodal,50,50,1234,0.7655200000000002,0.10454000000000002,0.1220447284345048,0.08697916666666666,0.035065561767838135,0.008504101782076827,0.0073757487013450295
ema_ad_low,bimodal,50,50,1234,0.7668800000000001,0.10488000000000004,0.12272364217252396,0.08697916666666666,0.0357444755058573,0.00860933831645832,0.007465098686472733
consec_L2,bimodal,50,50,1234,0.7254400000000002,0.09896000000000002,0.11533546325878594,0.08253205128205128,0.032803411976734656,0.007276758718000403,0.006423809256522037
dcf_self_excl,bimodal,50,50,1234,0.6648,0.09032000000000003,0.1045926517571885,0.07600160256410256,0.028591049193085943,0.005694320029917466,0.005032978345192803
and,bimodal,50,50,1234,0.09072,0.2848399999999999,0.03678115015974441,0.002844551282051282,0.03393659887769313,0.0008344900821623894,7.454670876280813e-05
oracle,bimodal,50,100,42,0.8036800000000001,0.20920000000000005,0.22501295698281704,0.1932816952281575,0.03173126175465954,0.00881992139581038,0.008227556162979413
pnd,bimodal,50,100,42,0.7958000000000001,0.20690000000000003,0.22206275166447395,0.1916362322912068,0.030426519373267152,0.008505037364140808,0.00800044232812034
ema_ad_low,bimodal,50,100,42,0.7908800000000001,0.20596000000000003,0.22170394290954032,0.1901111690813501,0.03159277382819023,0.008382890521952138,0.00790224372341313
consec_L2,bimodal,50,100,42,0.7459600000000001,0.19522000000000003,0.2119762388868955,0.17835212906850745,0.033624109818388065,0.007071673008606507,0.006529830186211832
dcf_self_excl,bimodal,50,100,42,0.6835600000000001,0.17846000000000004,0.19295937487541362,0.16386402857486856,0.029095346300545055,0.005478689144384966,0.0050796533942112105
and,bimodal,50,100,42,0.20344000000000007,0.06376000000000001,0.08627357174181717,0.039089778063169725,0.047183793678647445,0.0010736262520471582,0.0005064375807882331
oracle,bimodal,50,100,123,0.8006400000000001,0.21040000000000003,0.23144472512931552,0.18945772315550058,0.04198700197381494,0.008977383898256315,0.007995985166672841
pnd,bimodal,50,100,123,0.79472,0.20796000000000003,0.22707406070812783,0.18893898886716412,0.03813507184096371,0.008689621096920808,0.007863724233224609
ema_ad_low,bimodal,50,100,123,0.79184,0.20504000000000003,0.21973615622117967,0.1904153864570448,0.029320769764134863,0.008357059961905227,0.00795749775715958
consec_L2,bimodal,50,100,123,0.75052,0.19422000000000003,0.20790729379686435,0.18059933761621644,0.027307956180647908,0.007042607435417863,0.006735499924102851
dcf_self_excl,bimodal,50,100,123,0.68248,0.17744000000000001,0.19154737559645535,0.16340130082598459,0.028146074770470764,0.005422592128444033,0.005034856700232378
and,bimodal,50,100,123,0.20160000000000006,0.06124000000000001,0.0801154817755323,0.0404612744902438,0.03965420728528849,0.0009962478652721855,0.0005233823922601345
oracle,bimodal,50,100,456,0.8002,0.21026000000000006,0.22966030823145236,0.1906866487203182,0.03897365951113416,0.008882337901568848,0.008018354699843891
pnd,bimodal,50,100,456,0.7943600000000001,0.20826000000000006,0.2265939229819601,0.18976254570292098,0.036831377279039124,0.008631190300301713,0.00792232996680438
ema_ad_low,bimodal,50,100,456,0.7925599999999999,0.20496000000000003,0.2176337063438334,0.19217324922656595,0.025460457117267438,0.00825765703147429,0.008052703708318041
consec_L2,bimodal,50,100,456,0.7528400000000001,0.19386000000000003,0.2042531161642308,0.18337418136526176,0.020878934798969045,0.0069479533407477345,0.00684291726577177
dcf_self_excl,bimodal,50,100,456,0.67664,0.17852000000000004,0.1963681255226793,0.16051267628269517,0.03585544923998413,0.0054780428356065005,0.004879723071135247
and,bimodal,50,100,456,0.20312000000000005,0.0624,0.085261439209908,0.03933464582747399,0.045926793382434015,0.001060784276808709,0.0005089995169963726
oracle,bimodal,50,100,789,0.8040400000000001,0.21058000000000004,0.2295363709032774,0.19159327461969575,0.03794309628358164,0.008998365785214351,0.008138888274797166
pnd,bimodal,50,100,789,0.79168,0.20748000000000005,0.22641886490807353,0.18851080864691752,0.03790805626115601,0.008553809729448962,0.007802700539677122
ema_ad_low,bimodal,50,100,789,0.78868,0.20618000000000003,0.22402078337330136,0.18831064851881504,0.03571013485448632,0.008451052499053873,0.0078079354119084295
consec_L2,bimodal,50,100,789,0.74936,0.19596000000000002,0.21302957633892886,0.1788630904723779,0.034166485866550966,0.00715347903346164,0.00656142154343197
dcf_self_excl,bimodal,50,100,789,0.68124,0.17818000000000003,0.19376498800959233,0.16257005604483588,0.03119493196475645,0.005450491927133399,0.005006540186084013
and,bimodal,50,100,789,0.20652000000000004,0.06306000000000002,0.08285371702637889,0.04123298638911129,0.0416207306372676,0.0010341844609918394,0.0005355852178479874
oracle,bimodal,50,100,1234,0.8082800000000001,0.21042000000000005,0.22675718849840257,0.19403044871794872,0.032726739780453845,0.009019455846284836,0.008445978350531645
pnd,bimodal,50,100,1234,0.7914000000000001,0.20678000000000002,0.2242811501597444,0.1892227564102564,0.03505839374948799,0.008456252145683638,0.00781035537695755
ema_ad_low,bimodal,50,100,1234,0.78696,0.20576000000000005,0.22344249201277955,0.18802083333333333,0.035421658679446216,0.008350833516171064,0.007738095238095238
consec_L2,bimodal,50,100,1234,0.746,0.19428000000000004,0.20950479233226837,0.17900641025641026,0.030498382075858116,0.006998007048697912,0.006555962653902984
dcf_self_excl,bimodal,50,100,1234,0.6819599999999999,0.17742000000000002,0.1909744408945687,0.16382211538461539,0.027152325509953307,0.005392799225926937,0.005040755040755041
and,bimodal,50,100,1234,0.20428000000000004,0.061700000000000005,0.08282747603833866,0.040504807692307694,0.04232266834603097,0.0010338225464036285,0.0005246312013898835
oracle,bimodal,50,200,42,0.81498,0.41702,0.43463700514292547,0.39928562828590924,0.035351376857016226,0.009692536249214293,0.009240614492968997
pnd,bimodal,50,200,42,0.80552,0.41056000000000004,0.4247498305625324,0.3962756351085604,0.028474195453972007,0.009202157246849984,0.008941799516776967
ema_ad_low,bimodal,50,200,42,0.8012,0.40872,0.42355380137942034,0.3937873740819521,0.029766427297468256,0.009086189658814605,0.008786068368721167
consec_L2,bimodal,50,200,42,0.7567999999999999,0.38888,0.40848383367220825,0.3691455632700566,0.039338270402151654,0.007664101992546837,0.007172528234324423
dcf_self_excl,bimodal,50,200,42,0.6840999999999999,0.35174,0.36989195869712554,0.33346711080788216,0.036424847889243384,0.005690013835601653,0.0053216051790381655
and,bimodal,50,200,42,0.41034000000000004,0.21750000000000005,0.2413586891520153,0.19348236143998074,0.047876327712034566,0.0019940612941635664,0.0016300009433110624
oracle,bimodal,50,200,123,0.8138,0.41684000000000004,0.43778820321584666,0.39599377518853995,0.04179442802730671,0.009733049846444602,0.009084451344542738
pnd,bimodal,50,200,123,0.80548,0.41084000000000004,0.4280845262440354,0.39367942220980806,0.03440510403422736,0.009285432238784162,0.008834279799352786
ema_ad_low,bimodal,50,200,123,0.80106,0.40478000000000003,0.414290869722122,0.39531543034994615,0.01897543937217583,0.008863343913528353,0.008864658048075133
consec_L2,bimodal,50,200,123,0.7618800000000001,0.38672,0.3992541801996872,0.374246837715973,0.025007342483714223,0.0075802273078507156,0.00742000101264541
dcf_self_excl,bimodal,50,200,123,0.6808,0.3465599999999999,0.359757809054092,0.33342643948765016,0.02633136956644183,0.005495710381208248,0.00531234165807872
and,bimodal,50,200,123,0.40762000000000004,0.21462000000000006,0.23681783551866553,0.192530226247955,0.04428760927071054,0.001948310073581199,0.0016193807488016582
oracle,bimodal,50,200,456,0.81224,0.41644000000000003,0.4351479431324917,0.39756518944111857,0.03758275369137315,0.009622217662717803,0.00910292701191246
pnd,bimodal,50,200,456,0.8035,0.41214000000000006,0.4310063318864243,0.39310538792237537,0.037900943964048917,0.009291093753085084,0.008764794622157086
ema_ad_low,bimodal,50,200,456,0.7999200000000001,0.40908000000000005,0.4254310859782565,0.3925830688255856,0.03284801715267094,0.009070500792172352,0.00874451621910423
consec_L2,bimodal,50,200,456,0.75848,0.38624,0.3984707896937597,0.37390011651733696,0.024570673176422753,0.007503719613160232,0.007367826839442972
dcf_self_excl,bimodal,50,200,456,0.6823599999999999,0.35068,0.3680458763091872,0.33315922696773675,0.03488664934145047,0.005648074020203996,0.005292518222551285
and,bimodal,50,200,456,0.41142,0.21786000000000008,0.2410895623431962,0.19442323918196794,0.04666632316122826,0.001995033835497037,0.0016411606760401733
oracle,bimodal,50,200,789,0.81498,0.41758000000000006,0.437410071942446,0.3977181745396317,0.03969189740281431,0.009773409432090254,0.00918936567940722
pnd,bimodal,50,200,789,0.8040400000000001,0.411,0.42861710631494804,0.3933546837469976,0.035262422567950424,0.009238392567935438,0.008808274363493261
ema_ad_low,bimodal,50,200,789,0.8001,0.40758000000000005,0.4223021582733813,0.3928342674139311,0.029467890859450174,0.009026101887485531,0.008716855429713524
consec_L2,bimodal,50,200,789,0.7598599999999999,0.3883000000000001,0.4047162270183853,0.37185748598879104,0.03285874102959424,0.00766228439893518,0.007305785955965514
dcf_self_excl,bimodal,50,200,789,0.68374,0.34934,0.36398880895283775,0.33466773418734985,0.029321074765487898,0.005584975086239939,0.005351968769085594
and,bimodal,50,200,789,0.41446000000000005,0.21538000000000004,0.23149480415667467,0.19923939151321057,0.0322554126434641,0.0019216286067860828,0.0016903342901818646
oracle,bimodal,50,200,1234,0.8169000000000001,0.41742000000000007,0.4346645367412141,0.4001201923076923,0.03454434443352178,0.009753588368818986,0.0093961246983446
pnd,bimodal,50,200,1234,0.80324,0.41056000000000004,0.4277555910543131,0.3933092948717949,0.03444629618251821,0.009196904427239186,0.00879665804055943
ema_ad_low,bimodal,50,200,1234,0.79876,0.40968000000000004,0.4295926517571885,0.3897035256410256,0.03988912611616291,0.009147038840689145,0.008595801162779394
consec_L2,bimodal,50,200,1234,0.7563,0.38658000000000003,0.40279552715654954,0.3703125,0.03248302715654955,0.007536866080515789,0.00720615786186911
dcf_self_excl,bimodal,50,200,1234,0.6823999999999999,0.3482,0.3616214057507987,0.3347355769230769,0.02688582882772178,0.005538802199617086,0.005339773869683953
and,bimodal,50,200,1234,0.41092000000000006,0.21740000000000007,0.24089456869009584,0.1938301282051282,0.047064440484967635,0.0019925220962838737,0.0016347179216173369
